dish,net,Estimated_GI,net_cleaned,Net_Carbs,GL
Shredded pork with cucumber," 114 g
",0.0,114.0,34.199999999999996,0.0
Cabbage," 106 g
",50.0,106.0,31.799999999999997,15.899999999999999
Coarse grain, 284 g,40.0,284.0,85.2,34.08
Pork jerky, 10 g,0.0,10.0,3.0,0.0
Egg," 69 g
",30.0,69.0,20.7,6.21
Coarse grain steamed bread," 145 g
",40.0,145.0,43.5,17.4
Boiled vegetable, 102 g,50.0,102.0,30.599999999999998,15.3
Braised duck slices with green pepper and onion," 136 g
",50.0,136.0,40.8,20.4
Minced pork with cowpea," 119 g
",0.0,119.0,35.699999999999996,0.0
Vegetable," 112 g
",50.0,112.0,33.6,16.8
Coarse grain, 292 g,40.0,292.0,87.6,35.04
Braised chicken with water bamboo and carrot,"	178 g
",40.0,178.0,53.4,21.36
Shredded pork with broccoli," 120 g
",0.0,120.0,36.0,0.0
Shredded Chinese cabbage and carrot," 122 g
",27.5,122.0,36.6,10.065
Coarse grain, 276 g,40.0,276.0,82.8,33.12
Beef jerky," 10 g
",50.0,10.0,3.0,1.5
Egg," 66 g
",30.0,66.0,19.8,5.94
Coarse grain steamed bread," 120 g
",40.0,120.0,36.0,14.4
Boiled vegetable, 122 g,50.0,122.0,36.6,18.3
Fried fish slices with tomatoes," 136 g
",50.0,136.0,40.8,20.4
Minced pork with yam and corn," 119 g
",0.0,119.0,35.699999999999996,0.0
Hangzhou cabbage," 121 g
",50.0,121.0,36.3,18.15
Coarse grain, 280 g,40.0,280.0,84.0,33.6
Sliced pork with celery and ginkgo," 119 g
",0.0,119.0,35.699999999999996,0.0
Shredded pork with lettuce and carrot," 134 g
",20.0,134.0,40.199999999999996,8.04
Vegetable," 127 g
",50.0,127.0,38.1,19.05
Coarse grain, 133 g,40.0,133.0,39.9,15.96
Egg," 64 g
",30.0,64.0,19.2,5.76
Coarse grain steamed bread," 130 g
",40.0,130.0,39.0,15.6
Boiled vegetable, 102 g,50.0,102.0,30.599999999999998,15.3
Sliced pork with green pepper and mushroom," 102 g
",6.25,102.0,30.599999999999998,1.9125
Braised shredded pork and cabbage," 119 g
",0.0,119.0,35.699999999999996,0.0
Green pepper and green bean sprouts," 115 g
",50.0,115.0,34.5,17.25
Coarse grain, 286 g,40.0,286.0,85.8,34.32
Diced duck with lettuce and carrot," 128 g
",40.0,128.0,38.4,15.36
Shredded pork with green pepper and water bamboo," 119 g
",0.0,119.0,35.699999999999996,0.0
Vegetable," 115 g
",50.0,115.0,34.5,17.25
Coarse grain, 287 g,40.0,287.0,86.1,34.44
Egg," 64 g
",30.0,64.0,19.2,5.76
Coarse grain steamed bread," 145 g
",40.0,145.0,43.5,17.4
Boiled vegetable, 123 g,50.0,123.0,36.9,18.45
Steamed bun," 50 g
",50.0,50.0,15.0,7.5
Milk," 250 ml
",50.0,250.0,75.0,37.5
Egg," 50 g
",30.0,50.0,15.0,4.5
Steamed pork bun, 80 g,0.0,80.0,24.0,0.0
Vegetable," 50 g
",50.0,50.0,15.0,7.5
Boiled duck meat," 20 g
",50.0,20.0,6.0,3.0
Steamed small meat dumpling in basket," 50 g
",50.0,50.0,15.0,7.5
Coarse grain, 80 g,40.0,80.0,24.0,9.6
Vegetable," 30 g
",50.0,30.0,9.0,4.5
"2 Shrimps
Shredded kelp"," 30 g
",50.0,30.0,9.0,4.5
Rice, 75 g,50.0,75.0,22.5,11.25
Peanut," 10 g
",50.0,10.0,3.0,1.5
Strawberry," 100 g
",50.0,100.0,30.0,15.0
Loquat, 40 g,50.0,40.0,12.0,6.0
Steamed vegetable bun," 116 g
",50.0,116.0,34.8,17.4
Rice," 62 g
",50.0,62.0,18.599999999999998,9.299999999999999
Boiled duck meat," 61 g
",50.0,61.0,18.3,9.15
Vegetable," 30 g
",50.0,30.0,9.0,4.5
Cauliflower," 26 g
",17.5,26.0,7.8,1.365
Kelp, 16 g,50.0,16.0,4.8,2.4
Bitter gourd," 172 g
",50.0,172.0,51.6,25.8
Vegetable," 44 g
",50.0,44.0,13.2,6.6
Kelp," 17 g
",50.0,17.0,5.1,2.55
Cauliflower," 26 g
",17.5,26.0,7.8,1.365
Duck leg," 15 g
",50.0,15.0,4.5,2.25
Rice, 56 g,50.0,56.0,16.8,8.4
Steamed pork dumplings,"  74 g
",0.0,74.0,22.2,0.0
Steamed vegetable bun," 116 g
",50.0,116.0,34.8,17.4
Bean," 40 g
",50.0,40.0,12.0,6.0
Milk,  250 g,50.0,250.0,75.0,37.5
Cauliflower," 227 g
",17.5,227.0,68.1,11.9175
Gluten," 39 g
",50.0,39.0,11.7,5.85
Pork meatball," 25 g
",0.0,25.0,7.5,0.0
Sausage," 19 g
",50.0,19.0,5.7,2.85
Rice," 47 g
",50.0,47.0,14.1,7.05
Pork meatball, 58 g,0.0,58.0,17.4,0.0
Biscuit," 5 g
",50.0,5.0,1.5,0.75
Peanut, 20 g,50.0,20.0,6.0,3.0
Gluten," 56 g
",50.0,56.0,16.8,8.4
Sausage," 30 g
",50.0,30.0,9.0,4.5
Corn," 122 g
",50.0,122.0,36.6,18.3
Lean meat," 39 g
",50.0,39.0,11.7,5.85
Buckwheat noodles, 240 g,50.0,240.0,72.0,36.0
Steamed vegetable bun," 112 g
",50.0,112.0,33.6,16.8
Steamed pork dumplings," 61 g
",0.0,61.0,18.3,0.0
Steamed small meat dumpling in basket," 51 g
",50.0,51.0,15.299999999999999,7.65
Egg," 40 g
",30.0,40.0,12.0,3.6
Bean," 51 g
",50.0,51.0,15.299999999999999,7.65
Rice," 135 g
",50.0,135.0,40.5,20.25
Gluten," 48 g
",50.0,48.0,14.399999999999999,7.199999999999999
Vegetable," 215 g
",50.0,215.0,64.5,32.25
Sausage," 22 g
",50.0,22.0,6.6,3.3
Pork meatball, 42 g,0.0,42.0,12.6,0.0
Loquat," 30 g
",50.0,30.0,9.0,4.5
Strawberry," 80 g
",50.0,80.0,24.0,12.0
Walnut, 30 g,50.0,30.0,9.0,4.5
Vegetable," 180 g
",50.0,180.0,54.0,27.0
Gluten," 52 g
",50.0,52.0,15.6,7.8
Cucumber," 168 g
",50.0,168.0,50.4,25.2
Beef," 54 g
",50.0,54.0,16.2,8.1
Coarse grain, 98 g,40.0,98.0,29.4,11.76
Steamed vegetable bun," 192 g
",50.0,192.0,57.599999999999994,28.799999999999997
Bean, 68 g,50.0,68.0,20.4,10.2
Coarse grain," 150 g
",40.0,150.0,45.0,18.0
Beef," 44 g
",50.0,44.0,13.2,6.6
Cucumber," 146 g
",50.0,146.0,43.8,21.9
Gluten," 44 g
",50.0,44.0,13.2,6.6
Vegetable, 35 g,50.0,35.0,10.5,5.25
Coarse grain," 166 g
",40.0,166.0,49.8,19.92
Beef," 56 g
",50.0,56.0,16.8,8.4
Cucumber," 68 g
",50.0,68.0,20.4,10.2
Gluten," 38 g
",50.0,38.0,11.4,5.7
Vegetable, 127 g,50.0,127.0,38.1,19.05
Biscuit, 120 g,50.0,120.0,36.0,18.0
Biscuit, 21 g,50.0,21.0,6.3,3.15
Dumpling, 262 g,50.0,262.0,78.6,39.3
Beef," 39 g
",50.0,39.0,11.7,5.85
Vegetable," 216 g
",50.0,216.0,64.8,32.4
Coarse grain," 148 g
",40.0,148.0,44.4,17.76
Winter gourd, 136 g,50.0,136.0,40.8,20.4
Peanut," 19 g
",50.0,19.0,5.7,2.85
Walnut," 42 g
",50.0,42.0,12.6,6.3
Loquat," 48 g
",50.0,48.0,14.399999999999999,7.199999999999999
Bread, 50 g,50.0,50.0,15.0,7.5
Steamed vegetable bun," 193 g
",50.0,193.0,57.9,28.95
Egg white," 35 g
",30.0,35.0,10.5,3.15
Bean," 64 g
",50.0,64.0,19.2,9.6
Winter gourd," 234 g
",50.0,234.0,70.2,35.1
Chinese cabbage," 154 g
",15.0,154.0,46.199999999999996,6.929999999999999
Fried egg," 166 g
",30.0,166.0,49.8,14.94
Vegetable," 163 g
",50.0,163.0,48.9,24.45
Coarse grain," 113 g
",40.0,113.0,33.9,13.56
Beef, 22 g,50.0,22.0,6.6,3.3
Bread, 50 g,50.0,50.0,15.0,7.5
Coarse grain," 141 g
",40.0,141.0,42.3,16.92
Beef," 49 g
",50.0,49.0,14.7,7.35
Vegetable," 166 g
",50.0,166.0,49.8,24.9
Chinese cabbage," 239 g
",15.0,239.0,71.7,10.755
Fried egg, 179 g,30.0,179.0,53.699999999999996,16.11
Peanut," 15 g
",50.0,15.0,4.5,2.25
Walnut, 50 g,50.0,50.0,15.0,7.5
Bean," 45 g
",50.0,45.0,13.5,6.75
Steamed vegetable bun, 163 g,50.0,163.0,48.9,24.45
Chinese cabbage," 239 g
",15.0,239.0,71.7,10.755
Beef," 53 g
",50.0,53.0,15.899999999999999,7.949999999999999
Fried egg," 219 g
",30.0,219.0,65.7,19.71
Coarse grain, 186 g,40.0,186.0,55.8,22.32
Egg white, 25 g,30.0,25.0,7.5,2.25
Chinese cabbage," 264 g
",15.0,264.0,79.2,11.88
Beef," 45 g
",50.0,45.0,13.5,6.75
Fried egg," 173 g
",30.0,173.0,51.9,15.57
Coarse grain, 109 g,40.0,109.0,32.699999999999996,13.079999999999998
Boiled dumpling, 211 g,50.0,211.0,63.3,31.65
Vegetable," 219 g
",50.0,219.0,65.7,32.85
Oil pastry," 168 g
",50.0,168.0,50.4,25.2
Beef," 26 g
",50.0,26.0,7.8,3.9
Coarse grain, 138 g,40.0,138.0,41.4,16.56
Bread, 150 g,50.0,150.0,45.0,22.5
Coarse grain," 91 g
",40.0,91.0,27.3,10.92
Vegetable," 168 g
",50.0,168.0,50.4,25.2
Oil pastry," 70 g
",50.0,70.0,21.0,10.5
Kung Pao Chicken," 64 g
",50.0,64.0,19.2,9.6
Corn soup, 24 g,50.0,24.0,7.199999999999999,3.5999999999999996
Milk," 260 g
",50.0,260.0,78.0,39.0
Steamed corn bun," 42 g
",50.0,42.0,12.6,6.3
Bean," 71 g
",50.0,71.0,21.3,10.65
Steamed pork dumplings,"  67 g
",0.0,67.0,20.099999999999998,0.0
Egg, 34 g,30.0,34.0,10.2,3.06
Dumpling," 287 g
",50.0,287.0,86.1,43.05
Steamed bun, 47 g,50.0,47.0,14.1,7.05
Crucian carp," 178 g
",50.0,178.0,53.4,26.7
Vegetable," 154 g
",50.0,154.0,46.199999999999996,23.1
Scrambled egg with tomato," 79 g
",30.0,79.0,23.7,7.11
Kung Pao Chicken," 71 g
",50.0,71.0,21.3,10.65
Coarse grain," 109 g
",40.0,109.0,32.699999999999996,13.079999999999998
Steamed egg with pork, 39 g,15.0,39.0,11.7,1.755
Coarse grain steamed bread," 55 g
",40.0,55.0,16.5,6.6
Bean," 48 g
",50.0,48.0,14.399999999999999,7.199999999999999
Milk, 220 g,50.0,220.0,66.0,33.0
Vegetable," 173 g
",50.0,173.0,51.9,25.95
Sword bean," 75 g
",50.0,75.0,22.5,11.25
Oil pastry,"  77 g
",50.0,77.0,23.099999999999998,11.55
Steamed egg with lean pork," 73 g
",15.0,73.0,21.9,3.285
Coarse grain," 129 g
",40.0,129.0,38.699999999999996,15.479999999999997
Scrambled egg with tomato, 66 g,30.0,66.0,19.8,5.94
Vegetable," 143 g
",50.0,143.0,42.9,21.45
Sword bean," 119 g
",50.0,119.0,35.699999999999996,17.849999999999998
Oil pastry,"  69 g
",50.0,69.0,20.7,10.35
Steamed egg with pork," 70 g
",15.0,70.0,21.0,3.15
Coarse grain," 151 g
",40.0,151.0,45.3,18.12
Scrambled egg with tomato, 112 g,30.0,112.0,33.6,10.08
Marinated egg," 23 g
",30.0,23.0,6.8999999999999995,2.07
Chicken wing," 16 g
",50.0,16.0,4.8,2.4
Tofu skin rolls with minced pork," 45 g
",0.0,45.0,13.5,0.0
Cucumber," 141 g
",50.0,141.0,42.3,21.15
Coarse grain, 85 g,40.0,85.0,25.5,10.2
Coarse grain steamed bread," 50 g
",40.0,50.0,15.0,6.0
Egg," 39 g
",30.0,39.0,11.7,3.51
Steamed pork dumplings," 64 g
",0.0,64.0,19.2,0.0
Milk, 187 g,50.0,187.0,56.1,28.05
Cucumber," 137 g
",50.0,137.0,41.1,20.55
Chicken wing," 23 g
",50.0,23.0,6.8999999999999995,3.45
Braised pork," 28 g
",0.0,28.0,8.4,0.0
Tofu skin rolls with minced pork," 37 g
",0.0,37.0,11.1,0.0
Brown daisy," 147 g
",50.0,147.0,44.1,22.05
Coarse grain," 99 g
",40.0,99.0,29.7,11.88
Snakehead fish," 55 g
",50.0,55.0,16.5,8.25
Soup, 140 g,50.0,140.0,42.0,21.0
Tofu skin rolls with minced pork," 38 g
",0.0,38.0,11.4,0.0
Vegetable," 138 g
",50.0,138.0,41.4,20.7
Coarse grain," 102 g
",40.0,102.0,30.599999999999998,12.24
Snakehead fish," 55 g
",50.0,55.0,16.5,8.25
Soup," 94 g
",50.0,94.0,28.2,14.1
Wax gourd," 127 g
",50.0,127.0,38.1,19.05
Braised pork in brown sauce, 46 g,0.0,46.0,13.799999999999999,0.0
Cucumber, 100g,50.0,100.0,30.0,15.0
Steamed bun," 101 g
",50.0,101.0,30.299999999999997,15.149999999999999
Egg," 56 g
",30.0,56.0,16.8,5.04
Milk," 263 g
",50.0,263.0,78.89999999999999,39.449999999999996
Bean, 30 g,50.0,30.0,9.0,4.5
Shrimp," 21 g
",50.0,21.0,6.3,3.15
Tofu skin rolls with minced pork," 41 g
",0.0,41.0,12.299999999999999,0.0
Salty boiled goose," 20 g
",50.0,20.0,6.0,3.0
Braised pork," 34 g
",0.0,34.0,10.2,0.0
Coarse grain," 53 g
",40.0,53.0,15.899999999999999,6.36
Snakehead fish," 77 g
",50.0,77.0,23.099999999999998,11.55
Soup, 134 g,50.0,134.0,40.199999999999996,20.099999999999998
Onion and beef," 39 g
",50.0,39.0,11.7,5.85
Cauliflower," 92 g
",17.5,92.0,27.599999999999998,4.829999999999999
Shrimp," 12 g
",50.0,12.0,3.5999999999999996,1.7999999999999998
Salty boiled goose," 61 g
",50.0,61.0,18.3,9.15
Vegetable," 53 g
",50.0,53.0,15.899999999999999,7.949999999999999
Chicken wing," 18 g
",50.0,18.0,5.3999999999999995,2.7
Tofu skin rolls with minced pork," 28 g
",0.0,28.0,8.4,0.0
Coarse grain," 99 g
",40.0,99.0,29.7,11.88
Snakehead fish soup, 130 g,50.0,130.0,39.0,19.5
Coarse grain steamed bun," 131 g
",40.0,131.0,39.3,15.72
Bean," 20 g
",50.0,20.0,6.0,3.0
Milk," 206 g
",50.0,206.0,61.8,30.9
Egg, 60 g,30.0,60.0,18.0,5.4
Onion and beef," 50 g
",50.0,50.0,15.0,7.5
Shrimp," 74 g
",50.0,74.0,22.2,11.1
Cauliflower," 104 g
",17.5,104.0,31.2,5.46
Salty boiled goose," 79 g
",50.0,79.0,23.7,11.85
Vegetable," 50 g
",50.0,50.0,15.0,7.5
Chicken wing," 29 g
",50.0,29.0,8.7,4.35
Braised pork in brown sauce," 40 g
",0.0,40.0,12.0,0.0
Coarse grain, 117 g,40.0,117.0,35.1,14.04
Shrimp," 56 g
",50.0,56.0,16.8,8.4
Onion and beef," 50 g
",50.0,50.0,15.0,7.5
Cauliflower," 105 g
",17.5,105.0,31.5,5.5125
Salt boiled duck," 89 g
",50.0,89.0,26.7,13.35
Vegetable," 54 g
",50.0,54.0,16.2,8.1
Chicken wing," 32 g
",50.0,32.0,9.6,4.8
Braised pork in brown sauce," 33 g
",0.0,33.0,9.9,0.0
Coarse grain, 129 g,40.0,129.0,38.699999999999996,15.479999999999997
Buckwheat bread," 25 g
",50.0,25.0,7.5,3.75
Milk cereal," 174 g
",50.0,174.0,52.199999999999996,26.1
Egg," 39 g
",30.0,39.0,11.7,3.51
Steamed small meat dumpling in basket, 51 g,50.0,51.0,15.299999999999999,7.65
Egg," 55g
",30.0,55.0,16.5,4.95
Coarse grain steamed bread," 100g
",40.0,100.0,30.0,12.0
Milk cereal, 300ml,50.0,300.0,90.0,45.0
Egg," 56 g
",30.0,56.0,16.8,5.04
Steamed bread," 72 g
",50.0,72.0,21.599999999999998,10.8
Milk, 185 g,50.0,185.0,55.5,27.75
Shepherd's purse stuffed pork meatball," 278 g
",0.0,278.0,83.39999999999999,0.0
Bitter gourd," 148 g
",50.0,148.0,44.4,22.2
Coarse grain," 102 g
",40.0,102.0,30.599999999999998,12.24
Shrimp, 77 g,50.0,77.0,23.099999999999998,11.55
Shepherd's-purse stuffed pork meatball," 244 g
",0.0,244.0,73.2,0.0
Bitter gourd," 174 g
",50.0,174.0,52.199999999999996,26.1
Coarse grain," 131 g
",40.0,131.0,39.3,15.72
Shrimp, 92 g,50.0,92.0,27.599999999999998,13.8
Steamed bread," 30 g
",50.0,30.0,9.0,4.5
Milk," 180 g
",50.0,180.0,54.0,27.0
Coarse grain steamed bread," 21 g
",40.0,21.0,6.3,2.52
Egg, 26 g,30.0,26.0,7.8,2.34
Rice," 150 g
",50.0,150.0,45.0,22.5
Vegetable," 250 g
",50.0,250.0,75.0,37.5
Mandarin fish, 222 g,50.0,222.0,66.6,33.3
Apple," 40g
",50.0,40.0,12.0,6.0
Omelette, 25g,50.0,25.0,7.5,3.75
Vegetable," 250 g
",50.0,250.0,75.0,37.5
Tomato and egg soup," 250 g
",30.0,250.0,75.0,22.5
Buckwheat noodles, 200 g,50.0,200.0,60.0,30.0
Milk cereal," 172 g
",50.0,172.0,51.6,25.8
Egg," 60 g
",30.0,60.0,18.0,5.4
Bean, 46 g,50.0,46.0,13.799999999999999,6.9
Wonton, 300 g,72.5,300.0,90.0,65.25
Vegetable," 148 g
",50.0,148.0,44.4,22.2
Bamboo shoot and pork bone soup," 203 g
",0.0,203.0,60.9,0.0
Wonton, 211 g,72.5,211.0,63.3,45.8925
Steamed bread," 35 g
",50.0,35.0,10.5,5.25
Pan fried bun," 54 g
",50.0,54.0,16.2,8.1
Bean," 30 g
",50.0,30.0,9.0,4.5
Milk, 166 g,50.0,166.0,49.8,24.9
Vegetable," 159 g
",50.0,159.0,47.699999999999996,23.85
Shrimp and winter bamboo shoot," 234 g
",50.0,234.0,70.2,35.1
Rice," 140 g
",50.0,140.0,42.0,21.0
Duck meat, 46 g,50.0,46.0,13.799999999999999,6.9
Vegetable," 186 g
",50.0,186.0,55.8,27.9
Shrimp and winter bamboo shoot," 224 g
",50.0,224.0,67.2,33.6
Rice," 105 g
",50.0,105.0,31.5,15.75
Duck meat, 65 g,50.0,65.0,19.5,9.75
Bean," 36 g
",50.0,36.0,10.799999999999999,5.4
Egg," 60 g
",30.0,60.0,18.0,5.4
Milk," 149 g
",50.0,149.0,44.699999999999996,22.35
Pan fried wonton, 130 g,72.5,130.0,39.0,28.275
"Shrimp, bamboo shoots and mushroom"," 121 g
",12.5,121.0,36.3,4.5375
Lettuce and sliced pork," 148 g
",0.0,148.0,44.4,0.0
Corn and carrot," 102 g
",40.0,102.0,30.599999999999998,12.24
Fried rice with egg, 170 g,30.0,170.0,51.0,15.3
Pan fried bun," 40g
",50.0,40.0,12.0,6.0
Wonton, 27g,72.5,27.0,8.1,5.8725
Braised hairtail," 51 g
",50.0,51.0,15.299999999999999,7.65
Scrambled egg with Shepherd's-purse," 59 g
",30.0,59.0,17.7,5.31
Vegetable," 108 g
",50.0,108.0,32.4,16.2
Bacon," 30 g
",50.0,30.0,9.0,4.5
Rice, 111 g,50.0,111.0,33.3,16.65
Steamed bread, 50g,50.0,50.0,15.0,7.5
Bean," 35 g
",50.0,35.0,10.5,5.25
Egg," 61 g
",30.0,61.0,18.3,5.49
Coarse grain bread," 44 g
",40.0,44.0,13.2,5.28
Milk, 193 g,50.0,193.0,57.9,28.95
Caramel treats," 50g
",50.0,50.0,15.0,7.5
Steamed bread, 125g,50.0,125.0,37.5,18.75
Vegetable," 168 g
",50.0,168.0,50.4,25.2
Cucumber," 97 g
",50.0,97.0,29.099999999999998,14.55
Eggplant and soybean," 59 g
",30.0,59.0,17.7,5.31
Rice," 144 g
",50.0,144.0,43.199999999999996,21.6
Scrambled egg with Shepherd's purse,  58 g,30.0,58.0,17.4,5.22
Rice," 112 g
",50.0,112.0,33.6,16.8
Scrambled egg with Shepherd's-purse,"  149 g
",30.0,149.0,44.699999999999996,13.409999999999998
Bacon," 65 g
",50.0,65.0,19.5,9.75
Eggplant and soybean," 63 g
",30.0,63.0,18.9,5.67
Vegetable," 114 g
",50.0,114.0,34.199999999999996,17.099999999999998
Fried sliced pork with cucumber,  112 g,0.0,112.0,33.6,0.0
Milk cereal," 174 g
",50.0,174.0,52.199999999999996,26.1
Steamed bread," 88 g
",50.0,88.0,26.4,13.2
Bean," 29 g
",50.0,29.0,8.7,4.35
Corn, 127 g,50.0,127.0,38.1,19.05
Egg white," 25g
",30.0,25.0,7.5,2.25
Tomato, 25g,50.0,25.0,7.5,3.75
Salty biscuits, 15g,50.0,15.0,4.5,2.25
Rice," 131 g
",50.0,131.0,39.3,19.65
Cucumber and sliced pork," 157 g
",0.0,157.0,47.1,0.0
Braised hairtail," 61 g
",50.0,61.0,18.3,9.15
Scrambled egg with Shepherd's purse," 118 g
",30.0,118.0,35.4,10.62
Eggplant and soybean," 85 g
",30.0,85.0,25.5,7.65
Bacon, 18 g,50.0,18.0,5.3999999999999995,2.7
Rice," 61 g
",50.0,61.0,18.3,9.15
Cucumber and sliced pork," 151 g
",0.0,151.0,45.3,0.0
Braised hairtail," 51 g
",50.0,51.0,15.299999999999999,7.65
Scrambled egg with Shepherd's-purse," 168 g
",30.0,168.0,50.4,15.12
Eggplant and soybean," 80 g
",30.0,80.0,24.0,7.2
Bacon, 22 g,50.0,22.0,6.6,3.3
Milk cereal," 202 g
",50.0,202.0,60.599999999999994,30.299999999999997
Bean," 43 g
",50.0,43.0,12.9,6.45
Steamed bread," 55 g
",50.0,55.0,16.5,8.25
Egg, 56 g,30.0,56.0,16.8,5.04
Vegetable and rice," 209 g
",50.0,209.0,62.699999999999996,31.35
Pork bone soup, 290 g,0.0,290.0,87.0,0.0
Vegetable," 247 g
",50.0,247.0,74.1,37.05
Braised crucian," 78 g
",50.0,78.0,23.4,11.7
Bacon," 19 g
",50.0,19.0,5.7,2.85
Coarse grain, 110 g,40.0,110.0,33.0,13.2
Fried salty pie," 100g
",50.0,100.0,30.0,15.0
Chocolate cake, 50g,50.0,50.0,15.0,7.5
Vegetable," 172 g
",50.0,172.0,51.6,25.8
Braised pork with bamboo shoot," 103 g
",0.0,103.0,30.9,0.0
Mandarin fish, 152 g,50.0,152.0,45.6,22.8
Milk," 202 g
",50.0,202.0,60.599999999999994,30.299999999999997
Egg," 54 g
",30.0,54.0,16.2,4.86
Bean," 26 g
",50.0,26.0,7.8,3.9
Stuffed sticky rice ball, 30 g,50.0,30.0,9.0,4.5
Vegetable," 200 g
",50.0,200.0,60.0,30.0
Beef and bamboo shoot," 59 g
",50.0,59.0,17.7,8.85
Braised pork and egg," 93 g
",15.0,93.0,27.9,4.185
Coarse grain," 75 g
",40.0,75.0,22.5,9.0
Mandarin fish," 72 g
",50.0,72.0,21.599999999999998,10.8
Taro, 92 g,50.0,92.0,27.599999999999998,13.8
Vegetable," 144 g
",50.0,144.0,43.199999999999996,21.6
Shrimp and cucumber," 173 g
",50.0,173.0,51.9,25.95
Braised pork and egg with bamboo shoot," 131 g
",15.0,131.0,39.3,5.895
Coarse grain," 106 g
",40.0,106.0,31.799999999999997,12.72
Mandarin fish, 54 g,50.0,54.0,16.2,8.1
Milk cereal," 217 g
",50.0,217.0,65.1,32.55
Steamed bread," 54 g
",50.0,54.0,16.2,8.1
Egg," 53 g
",30.0,53.0,15.899999999999999,4.77
Bean, 33 g,50.0,33.0,9.9,4.95
Vegetable," 138 g
",50.0,138.0,41.4,20.7
Shrimp and cucumber," 230 g
",50.0,230.0,69.0,34.5
Braised pork and egg," 93 g
",15.0,93.0,27.9,4.185
Coarse grain, 119 g,40.0,119.0,35.699999999999996,14.279999999999998
Vegetable," 168 g
",50.0,168.0,50.4,25.2
Shrimp and cucumber," 180 g
",50.0,180.0,54.0,27.0
Braised pork and egg," 94 g
",15.0,94.0,28.2,4.23
Coarse grain, 108 g,40.0,108.0,32.4,12.96
Milk cereal," 217 g
",50.0,217.0,65.1,32.55
Egg," 131 g
",30.0,131.0,39.3,11.79
Bean," 34 g
",50.0,34.0,10.2,5.1
Pancake, 45 g,50.0,45.0,13.5,6.75
Braised pork and egg with bamboo shoot," 127 g
",15.0,127.0,38.1,5.715
Baked wheat cake," 65 g
",50.0,65.0,19.5,9.75
Rice, 132 g,50.0,132.0,39.6,19.8
Shrimp and cucumber," 214 g
",50.0,214.0,64.2,32.1
Vegetable," 290 g
",50.0,290.0,87.0,43.5
Mandarin fish," 108 g
",50.0,108.0,32.4,16.2
Dried bean curd," 58 g
",50.0,58.0,17.4,8.7
Rice, 105 g,50.0,105.0,31.5,15.75
Milk cereal," 215 g
",50.0,215.0,64.5,32.25
Taro," 93 g
",50.0,93.0,27.9,13.95
Egg," 41 g
",30.0,41.0,12.299999999999999,3.6899999999999995
Bean, 34 g,50.0,34.0,10.2,5.1
Vegetable," 141 g
",50.0,141.0,42.3,21.15
Chicken wing," 69 g
",50.0,69.0,20.7,10.35
Shrimp and cucumber," 122 g
",50.0,122.0,36.6,18.3
Bacon," 14 g
",50.0,14.0,4.2,2.1
Coarse grain, 96 g,40.0,96.0,28.799999999999997,11.52
Shrimp and cucumber," 88 g
",50.0,88.0,26.4,13.2
Vegetable," 168 g
",50.0,168.0,50.4,25.2
Celery and dried bean curd," 111 g
",50.0,111.0,33.3,16.65
Rice, 105 g,50.0,105.0,31.5,15.75
Milk," 220 g
",50.0,220.0,66.0,33.0
Bean," 30 g
",50.0,30.0,9.0,4.5
Egg," 41 g
",30.0,41.0,12.299999999999999,3.6899999999999995
Steamed vegetable bun, 30 g,50.0,30.0,9.0,4.5
Celery and dried bean curd," 160 g
",50.0,160.0,48.0,24.0
Lettuce," 122 g
",50.0,122.0,36.6,18.3
Chicken wing," 71 g
",50.0,71.0,21.3,10.65
Scrambled egg with tomato," 123 g
",30.0,123.0,36.9,11.07
Rice, 131 g,50.0,131.0,39.3,19.65
Celery and dried bean curd," 155 g
",50.0,155.0,46.5,23.25
Lettuce," 106 g
",50.0,106.0,31.799999999999997,15.899999999999999
Chicken wing," 74 g
",50.0,74.0,22.2,11.1
Scrambled egg with tomato," 129 g
",30.0,129.0,38.699999999999996,11.609999999999998
Rice, 105 g,50.0,105.0,31.5,15.75
Egg," 76g
",30.0,76.0,22.8,6.84
Milk cereal," 132 g
",50.0,132.0,39.6,19.8
Steamed bun, 69 g,50.0,69.0,20.7,10.35
Vegetable," 175 g
",50.0,175.0,52.5,26.25
Celery and dried bean curd," 130 g
",50.0,130.0,39.0,19.5
Braised pork in brown sauce,"  66 g
",0.0,66.0,19.8,0.0
Shrimp," 26 g
",50.0,26.0,7.8,3.9
Mandarin fish," 60 g
",50.0,60.0,18.0,9.0
Coarse grain, 122 g,40.0,122.0,36.6,14.64
Chicken wing," 38 g
",50.0,38.0,11.4,5.7
Vegetable  and shrimp," 272 g
",50.0,272.0,81.6,40.8
Mandarin fish," 120 g
",50.0,120.0,36.0,18.0
Coarse grain," 97 g
",40.0,97.0,29.099999999999998,11.64
Pork liver, 114 g,0.0,114.0,34.199999999999996,0.0
Braised beef noodles, 75 g,50.0,75.0,22.5,11.25
Rice," 126 g
",50.0,126.0,37.8,18.9
Cowpea," 90 g
",50.0,90.0,27.0,13.5
Chinese cabbage and shredded pork," 99 g
",7.5,99.0,29.7,2.2275
Peanut and dried bean curd, 96 g,50.0,96.0,28.799999999999997,14.399999999999999
Brown daisy," 136 g
",50.0,136.0,40.8,20.4
Cucumber," 111 g
",50.0,111.0,33.3,16.65
Coarse grain," 127 g
",40.0,127.0,38.1,15.24
